title,thumbnail,description,type,artist,year
한국 인기 뮤직비디오 Top100,https://lh3.googleusercontent.com/CmtWqFweJZNKGhXa-ofD19dHJz2YjHCkoAWlu5fvPBXbHwUpHwvLxhtv-3D2YKAA1_OxHUCN5Xc=s576,이번 주 YouTube에서 가장 인기 있는 뮤직 비디오의 순위입니다.,차트,YouTube Music,2020
한국 인기 급상승 동영상 20,https://yt3.ggpht.com/m-Z627BpP99KNLLoU1Gute17h0xP9BsR0h_xwi6S2cUoRr4BO4aRyCxoaXxPrrSgLFznQO_Uoec=s576,오늘 YouTube에서 가장 인기 있는 노래의 순위입니다.,차트,YouTube Music,2020
글로벌 인기 뮤직비디오 Top100,https://lh3.googleusercontent.com/q2W_j295X5-3TGaD4hDAoi60hOSEwIgVOkgP1XaQjdD_midOl_AUrwh5rt9HEPRCHNEQrT-VSA=s576,이번 주 YouTube에서 가장 인기 있는 뮤직 비디오의 순위입니다.,차트,YouTube Music,2020
