title,thumbnail,artist,album,length
1976,https://i.ytimg.com/vi/Lp-xN-o6W90/hqdefault.jpg?sqp=-oaymwEWCMACELQBIAQqCghQEJADGFogjgJIWg&rs=AMzJL3lRRYsZgK_2Ucrtiih9JrVtGugCBQ,RJD2,,2:31
Energie,https://lh3.googleusercontent.com/5SviJZ9k3tkF_7NOkkv3ViLG5QPvUi6652kI_MveD6wOK9MqMTpKfXLHIY6W5yldLZ5SN29w7rZUgjQ=w120-h120-l90-rj,Link,Colors,4:11
Sangria Sunset (Original Mix),https://lh3.googleusercontent.com/uWuCGRswP3aaL1wUIMImbCV7x4MOJm5eHJY4Lr9RarYPF0cP1C4xgQ_H0XsUQLOLcxZJHBxJlfqBKS5V=w120-h120-l90-rj,Bonus Points,Warmer Winds,2:20
darkness,https://lh3.googleusercontent.com/5t2TnSxHv_Lon66N3n6EqqPVewrDwPWCydeaES-xXke68dF7NupVske_c0785_RXTFXAsPAwhqYxdDCb=w120-h120-l90-rj,fat jon,afterthought,3:57
Warm,https://lh3.googleusercontent.com/ai3oRTp6EEFDHcbjs3kQ4dRWNLfjn6QDVYfcca6Rwb5f1AhDrE6cr2pCTGLzBg8tLoh6tkqtAanrs9Z9nQ=w120-h120-l90-rj,Joey Pecoraro,Little Pear,2:10
Time,https://lh3.googleusercontent.com/Exp8jlosmB5tVIU6V9wW0YMkyX2Ug8e_E5L9nJ23S4hfklO1FHShydGAuB8ZozBjfEhFiND5wYBAfDN2=w120-h120-l90-rj,PEEJAY,"WALKIN', Vol. 1",4:20
J's Day Theme #3 (Support),https://lh3.googleusercontent.com/VnJ0pMrfP6tC3mVAFTBnJnYXVao5vWWTgSw47OaJ-otIOT82sA7PmZboROAMVyDE_ZPekOT_y8qTUrf0=w120-h120-l90-rj,매들립,Beat Konducta Vol. 5-6: Dil Cosby & Dil Withers Suite,2:07
The World Is Yours (Extended),https://lh3.googleusercontent.com/VQAX_RxnoSn8TBVQnWwufVm6vbxd7BKlnQb_GabBWIGwS-EYZ2Mz14nhv78KznGpwqviHcttT5EtB-U9=w120-h120-l90-rj,Visioneers,Marc Mac presents Visioneers - Dirty Old Hip Hop,4:52
Long Exposure (Original Mix),https://lh3.googleusercontent.com/aumgzYo2I0s1AT4_ArPC1FdYYDxyXU27ckC4Azy4fKi2j4deETZLzcVxqYDIwN_CqWZeb7qoV45ZPNg=w120-h120-l90-rj,Bonus Points,Chillhop Essentials Fall 2016,2:34
Feel The Void,https://lh3.googleusercontent.com/kAOROlmPpxfVIOX-Ir-qVpY6LAsga_QYlQYqKxYy9sCZoK8isswJr_sl5fD-qoi1Stk1qJu3RgoYvhtieA=w120-h120-l90-rj,Fat Jon,Wave Motion,3:19
