title,thumbnail,artist,album,length
"Cucurrucucu Paloma (From the Movie ""Hable con ella"")",https://lh3.googleusercontent.com/iM2Xi1IQ0tI_Fp47nEV7vHApUS-h8QcPmpZoH9eMtSfx8hZ6-W7Of2hgNXWcXHPmPAnkqwjjjmzGo0UQWw=w120-h120-l90-rj,카에타누 벨로주,Movies of My Dreams,2:13
Blackbird,https://i.ytimg.com/vi/OmKCb9LcEoM/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3mzBBGHcUjZD5tflE0m3D212wwSHQ,밀로쉬 카라다글리치,,2:41
"A Snapshot of Mom, Scotland, 1957",https://lh3.googleusercontent.com/HKhqCu6jfVqX2qOeiTCouHYipazP5iPGjtQzk2gp7c04OWk-pwDS9zIZ9tEnAf0wzwwZXsizoanWZgzY=w120-h120-l90-rj,Glenn Jones,The Wanting,8:03
All the Things You Are,https://lh3.googleusercontent.com/ihI2Pq8KlhvBPmhrrcOm90ygVIpZJjwcRXlXNv20MDNDbGzE_I-7oPLIIZtxP7GERvOXJCtfAGQE7vSM=w120-h120-l90-rj,조 패스,Virtuoso (OJC Remaster),4:00
Twilight Property,https://lh3.googleusercontent.com/jtwFhTRL7CcZ2lOx08-cvDPvy5K3RhntrMTgIdYDrkdTBmtk1KSdNjzxTVdvervhAsZtMNBHC2Nhf8NeJQ=w120-h120-l90-rj,Leo Kottke,Instrumentals: Best Of The Capitol Years,3:15
Improvisation 2,https://lh3.googleusercontent.com/cGZAsp78PZvMtKSWPtV-lHYgBFM6n1QAQHJxvVU3FyUKKi3xqWO_JIG0nqkFpkvYAKxBey7j_YyhmmnE_g=w120-h120-l90-rj,Kleus Weiland,Acoustic Guitar Scene,3:23
Antelope Rag,https://lh3.googleusercontent.com/Pnn8kdpUwLfP_AEkve7IxMdjTyLDV40Nlx9-4dRowD2MSZq67D54UvoSv0UDcSx_lIrLFfDHKJmwTNE=w120-h120-l90-rj,Dave Van Ronk,Going Back To Brooklyn,5:21
And I Love Her,https://lh3.googleusercontent.com/YCyehiyyJD9R4cXefAXXWtCqxSAsTDPWvAC1KqAp9i7PyB_moB32FqZVjvkMm-zw9RaPo1dAin4o2q66=w120-h120-l90-rj,Miloš Karadaglić,Blackbird - The Beatles Album,2:36
Caddo Lake,https://lh3.googleusercontent.com/M5y53hRWKQaiquILo-_OS_qAre3SFugvGE-AIB9xP8x9o2c5N_UrnfkEoSokAbhnJoBFAifWe9kz_Xiwiw=w120-h120-l90-rj,마이클 채프먼,Time Past & Time Passing,5:49
Stella By Starlight,https://lh3.googleusercontent.com/ihI2Pq8KlhvBPmhrrcOm90ygVIpZJjwcRXlXNv20MDNDbGzE_I-7oPLIIZtxP7GERvOXJCtfAGQE7vSM=w120-h120-l90-rj,조 패스,Virtuoso (OJC Remaster),5:11
