title,thumbnail,artist,album,length
Part of Your World,https://i.ytimg.com/vi/SXKlJuO07eM/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3k5htZQJAAitlfwqg9u6SJnvR9MdQ,조디 벤슨,,3:09
Can You Feel the Love Tonight,https://i.ytimg.com/vi/25QyCxVkXwQ/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3kVD6rU9erRR8F8SdgPR4KL7LtFIw,"조지프 윌리엄스, 샐리 드워스키, 네이선 레인 및 어니 사벨라",,2:55
An Unusual Prince/Once Upon a Dream,https://i.ytimg.com/vi/TXbHShUnwxY/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3kh_xz2R1NiK_OtuIUoufIbIJVNuw,"메리 코스타, Bill Shirley 및 Sleeping Beauty Chorus",,2:38
"Lullabye (Goodnight, My Angel)",https://i.ytimg.com/vi/dcnd55tLCv8/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3mB-TzOW6zW9IAGxilgcuQYbvstjQ,Billy Joel(빌리 조엘),,3:33
No One Is Alone,https://i.ytimg.com/vi/unVTf5_p_1A/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3kB6cfTV_QeKoWN2RwEBPfsK-6C1Q,"Anna Kendrick, 제임스 코든, 릴라 크로퍼드 및 대니얼 허틀스톤",,3:01
"Reflection (From ""Mulan"" / Soundtrack Version)",https://lh3.googleusercontent.com/VEWpcFyEJlPtDvq1JOpWgKpdx3jk6e_4Q7eRQ2-9EU5aJhcrU1h-Ady6Py1vXBWzgHBOS7vYxRigp8oqWw=w120-h120-l90-rj,레아 살롱가,뮬란 사운드트랙,2:27
My Favorite Things,https://i.ytimg.com/vi/3pzIlq7jZzw/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3mRGrrOua4d_TyZ-yxE8dz9LHE-1Q,Joey Alexander,,6:26
What A Wonderful World,https://lh3.googleusercontent.com/zu4qgbGGCltgzbfV1sgl0xzx8ODm9Wpgl_3Xamj1hPErSNWCMI8EU-uShwH5QTyx9HTcENMExeM-IB1c=w120-h120-s-l90-rj,Louis Armstrong,What A Wonderful World,2:18
"I Will Go Sailing No More (From ""Toy Story""/Soundtrack Version)",https://lh3.googleusercontent.com/6nOY95HxJGFB_fx4XdTaQUWAC8Z5hy-p5Biy7YauZLgjFYHF664eZK-uwQnECZvcVkz49J5mTNzM8-SIBQ=w120-h120-l90-rj,Randy Newman,Toy Story,2:58
Rainbow Connection,https://lh3.googleusercontent.com/laN-sWtDK5xuqBgm_VapJJ-upQ5R6cUDGIlXjPQG_fuUR5sr-4BixW-W3ict2GRH2taGAOT6Y-8UxdMMnA=w120-h120-l90-rj,더 머펫츠,The Muppets (Original Soundtrack),3:08
