title,thumbnail,artist,album,length
Call Me Now,https://lh3.googleusercontent.com/fn810ceHiWt8wsicUZwlZLIyBwuiyfRLUqfo5J8iWah9WYcSl_kf-GyPc3HFFh_DCjT4xdwemw2LQHxv=w120-h120-l90-rj,오왠,Call Me Now,3:56
"아직, 있다.",https://i.ytimg.com/vi/zupNOb3NJFA/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3ltLcbYUy_s1niByg7pG3t2Z3iWhA,루시드 폴,,3:38
금요일 Friday,https://i.ytimg.com/vi/9YTpRc92wMI/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3mDlYGFmAA1HJcAYukFAtF9QLXA_g,우효(OOHYO),,3:38
천천히 나와요,https://lh3.googleusercontent.com/8fbC13XyqYWeukK2FSIhvZCrcLj0y-Ju3IW3lFGtkmsMTsyhYDZtyfdGP96wEh1dVqpILEYmI6QXzsU=w120-h120-l90-rj,러비,24,3:35
[1415] 선을 그어 주던가 MV,https://i.ytimg.com/vi/wlvcZ4StPRM/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3lHBCBZacAYBrtn6AiRkhTUEwH0Qw,1415,,2:41
덕수궁 돌담길의 봄 Deoksugung Stonewall Walkway(피처링: 윤하),https://lh3.googleusercontent.com/8fZNOHoH1HbjTryDMjxVCUWo9qCHzXrOXZm5hwKSj_S2LdJdH7tQ2FUbm0HL1RnJGHLxF6TPC8Cl8lY=w120-h120-l90-rj,윤하,덕수궁 돌담길의 봄 Deoksugung Stonewall Walkway,3:15
Picnic,https://lh3.googleusercontent.com/aNdKJfQ6ImSCmzKaHWkLpdrFdYrvk57jup_oBt07b3RABNB6X3sI7iGgWOX4q8sI-js7d1DjyeZ6hYZj=w120-h120-l90-rj,오왠,When I Begin,3:12
Fall Winter Spring Summer 가을겨울봄여름,https://lh3.googleusercontent.com/YdlfkvxeNj80Od_8e59qNMq9t9Pw7E9gCiTG2ENW_VqCWFjcIiHIApl9I28aGBRAkZ0Fl-yG8ocRLzNM=w120-h120-l90-rj,가을방학,Heart Collection 마음집,3:30
그리움에 가까운,https://lh3.googleusercontent.com/SC3t4ctmM7vUiuxKDv0dLiBN4zpREv3LgU94r9rZAySD_xHv1LvL7OCvjGmjzfbKWrTnDLstw-lP1Mo=w120-h120-l90-rj,안녕하신가영,단편집 [그리움에 가까운],4:42
캠퍼스 로망스(피처링: 기리보이(Giriboy)),https://lh3.googleusercontent.com/8fbC13XyqYWeukK2FSIhvZCrcLj0y-Ju3IW3lFGtkmsMTsyhYDZtyfdGP96wEh1dVqpILEYmI6QXzsU=w120-h120-l90-rj,러비,24,3:17
