title,thumbnail,artist,album,length
Married Life,https://lh3.googleusercontent.com/XN_TYxbrxokSd8Ez_Ty2HWMQOq0l3WULBcZ4MVHBErn_skOYTIN3IpW0jmiGQGTFcBFJTZusnXbN0iz8wg=w120-h120-l90-rj,Michael Giacchino,Up (Original Motion Picture Soundtrack),4:11
"Now We are Free(피처링: Robin Smith, 런던 교향악단)",https://i.ytimg.com/vi/74CYIdYoQ5w/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3m2SmOvgdLO13VkYDVqPOqZGKvT5g,2CELLOS,,6:44
Light of the Seven,https://lh3.googleusercontent.com/B8UdLQLsuRMjGSrI5JCdaL3j8zA9cAsc4VJ_kXiEkkXpA7vWir1HtRFo2el4hmPGQlP0x4p8PLxaREI_Jg=w120-h120-l90-rj,Ramin Djawadi,Game of Thrones (Music from the HBO® Series - Season 6),9:49
Chevaliers De Sangreal,https://lh3.googleusercontent.com/_Z10IvzMzMv_fvOSNkCqKXHYh1ovE1-th_Diufdgy-Q8euCR_l1si7y6D0olofnst9VXTufIs6Uo9UjXtQ=w120-h120-s-l90-rj,Hans Zimmer(한스 짐머),The Da Vinci Code,4:07
Any Other Name,https://lh3.googleusercontent.com/5jWvIHLLJvnfzS1UmJbVYoNMD3xseq37UCMB0t5Q9kUKdDDhWsdHabGOFqdQd8MWJFv9kqVZ3nMdeUOJqA=w120-h120-s-l90-rj,Thomas Newman,American Beauty (Original Motion Picture Soundtrack),4:10
Hope,https://i.ytimg.com/vi/MH4uuWITmgY/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3kscTecJu4c0oGRzsjaUMstxFFN-Q,존 오트먼,,4:49
Stuff We Did,https://lh3.googleusercontent.com/XN_TYxbrxokSd8Ez_Ty2HWMQOq0l3WULBcZ4MVHBErn_skOYTIN3IpW0jmiGQGTFcBFJTZusnXbN0iz8wg=w120-h120-l90-rj,Michael Giacchino,Up (Original Motion Picture Soundtrack),2:14
"Comptine d'un autre été, l'après-midi",https://lh3.googleusercontent.com/Ij3d8W3n9-YTY7xXWbmh-nUsEXUbsmO92FdLpt_7U3cLWmfi6w9chcBEpo2o3qCVVnIBQvxlgY81zPed=w120-h120-l90-rj,Yann Tiersen,Amelie from Montmartre (Original Soundtrack),2:20
Them,https://lh3.googleusercontent.com/FBuRbbxIoQ9H1qMRtaXTMtttvHfpumtJIOm85OAnr3SkFm0Q4WyF4V3C6agDn9eCGdEn91nCfx-XekXP=w120-h120-l90-rj,Nils Frahm,Music for the Motion Picture Victoria,3:59
Evgeni's Waltz,https://lh3.googleusercontent.com/q2nR0erLcffBakK1YzykafHxsdDnBxF7LCYgApM6XaJhRicDV-ExrR9qsCJkrWkODj05zqQhieTecaAE=w120-h120-l90-rj,아벨 코르제니오스키,W.E. - Music From The Motion Picture,3:35
Variation 15,https://lh3.googleusercontent.com/HsLF8C3dO7V_G3Wi4efpF8Ob2eJRsOQ3LBPC0_86ZRsT9MvAQOHtfvccMrWZ4smbNdBwB1GYB76RKgkRZA=w120-h120-l90-rj,Benjamin Wallfisch & Sir Edward Elgar 및 Sir Edward Elgar,Dunkirk (Original Motion Picture Soundtrack),5:51
City Of Stars (Humming)(피처링: 엠마 스톤),https://lh3.googleusercontent.com/8IOAaKBmQQwxFz78Gg9rhPbH7c3NoyQJU4q7Zbe4D8wFZVut6sRYrLlgHmwhzrGSVxiO7_3XRhyRRuPbsQ=w120-h120-l90-rj,Justin Hurwitz(저스틴 허위츠),La La Land (Original Motion Picture Soundtrack),2:42
Mysterium,https://i.ytimg.com/vi/XDh1pPf6bg8/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3n2fWnZpkIw9jrd7jqm2arjGGU4jQ,Hammock,,7:12
Together We Will Live Forever,https://lh3.googleusercontent.com/4YlmR-W6dh2sdvFtFB3uYauGz64xUe4ZdJ5fRUB_-wojf6_ufTVWk-WoBHalmVK11ER-0CngKJsRF7_8=w120-h120-l90-rj,Clint Mansell,The Fountain (Original Soundtrack),5:01
