product_id,group
767576C,8
767559C,8
767560C,8
767899C,8
767531C,8
768147C,8
768146C,8
767338C,8
766892C,8
766889C,8
767205C,8
767203C,8
866933C,8
865158C,8
865160C,8
865157C,8
865156C,8
763537C,8
763536C,8
