product_id,group
10018853-A02,5
10020856-A01,5
10020856-A02,5
10020849-A01,5
10019604-A02,5
10019604-A03,5
10019604-A01,5
10018841-A04,5
10018841-A03,5
10018940-A01,5
10018940-A07,5
10017759-A04,5
10017759-A03,5
10019896-A03,5
10019896-A02,5
10019896-A01,5
10018568-A02,5
10018568-A01,5
10019895-A02,5
10019895-A01,5
10007887-A03,5
10007887-A04,5
10007887-A01,5
10017895-A03,5
