product_id,group
167830C,4
167622C,4
167621C,4
167805C,4
167804C,4
167707C,4
167706C,4
164057C,4
164056C,4
167322C,4
167323C,4
166725C,4
166726C,4
167329C,4
167327C,4
164225C,4
164224C,4
