title,thumbnail,artist,album,length
Raggamuffin,https://i.ytimg.com/vi/4HSO9YtEAyA/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3kmOp1Q0Pa94YMBUBzOPyuvMxeYTA,커피,,3:21
Could You Be Loved,https://i.ytimg.com/vi/u5rrFZgFEpo/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3kdNrPHRLULYNi2ELtl9VHS86e8Eg,Bob Marley,,3:57
Love Is My Religion,https://i.ytimg.com/vi/r-eXYJnV3V4/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3mY4vp0b2WCQsEkcYAQ92yk12nnxQ,지기 말리,,4:32
"Legalize It (Previously Unreleased ""Dubby"" Version",https://i.ytimg.com/vi/6cIePqdz03A/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3mSVSAsY-BapdQDa1zSDblUCIdiQw,피터 토시,,4:41
Roller Skates,https://lh3.googleusercontent.com/FdVCU3Sc-8SEFtiWwipOHB4unXe1woZ27nZd_6mMTbRtal2BHf-SFaQnYSCOHFnGWh44DwLjFVxDcy-N=w120-h120-s-l90-rj,Steel Pulse,Earth Crisis,4:59
Redemption Song,https://i.ytimg.com/vi/F10tP5HIpaA/hqdefault.jpg?sqp=-oaymwEWCMACELQBIAQqCghQEJADGFogjgJIWg&rs=AMzJL3lZcD-MR7NgxB_Qz4HQ2_EFmDkg0A,Johnny Cash & Joe Strummer,,4:02
Pressure Drop,https://lh3.googleusercontent.com/TakPpdgWgkWTxr8HOV86yBdUaJEURQ5u3Ptzs_rfvWQR1B1y_Ya3SkqU6V2PNGJac1D55rMLBIgugdMJRw=w120-h120-l90-rj,투츠 앤드 더 메이털스,Sweet And Dandy,2:57
"No Woman, No Cry (Live At The Lyceum, London/1975)",https://lh3.googleusercontent.com/ABN4fZPXIBVQ4LbhiQsyz8Zj69v9UOK-Ks61Vo7GjsvFaHHdGXhbP8xP7pAZ0QmyQtpHVpBUI_Et5MAWOQ=w120-h120-l90-rj,Bob Marley,Live!,7:08
Walk Away From Love,https://lh3.googleusercontent.com/x1-GNO7YFRe26tGaQcRduDXL-oPMFkm3Ll4Mqt_iGutQh5t9NDLLyA5cZik_b-clJ2_Rqnnef3fccX0z4Q=w120-h120-l90-rj,Bitty McLean,On Bond Street,4:10
Equal Rights,https://i.ytimg.com/vi/bOZQZAX4deM/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3k9oytT_kgLWQ1UMRErR5OVCgJwUg,피터 토시,,6:00
