title,thumbnail,artist,album,length
[MV] 볼빨간사춘기 - '품',https://i.ytimg.com/vi/Bi6KH-P2Irc/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3m91hFUfQTynGsxp4ltkV7L3Ukzow,볼빨간사춘기,,3:46
에잇(피처링: SUGA of BTS),https://lh3.googleusercontent.com/raCvjGEtKIiRpduJYDcfclLVqh4LfiESAZU5XxODLlZ2XhCvJ7GCfhrWJ1XD4NiV8oirCVujMsrs-b6C=w120-h120-l90-rj,아이유(IU),에잇,2:48
Happy,https://i.ytimg.com/vi/Raj-AuQgCTg/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3nCF1Z6ciemb3nxN0hxjU10bVimQA,태연(TAEYEON),,3:46
Dingo X GRAY - Moon Blue,https://lh3.googleusercontent.com/yzq46nNMxPjNNK8lxsm19ELJlnWKzaiRA1Jes__Qm81IGgMJQwAuY0WhcWqFm-DvWJD_hnhAgjiss2M=w120-h120-l90-rj,GRAY,Dingo X GRAY - Moon Blue,3:15
밤이 깊었네 Oh! What a Shiny Nigh (Drama Ver.),https://lh3.googleusercontent.com/qij9ppR-I207djEei_0y375LTDvYshDByvgepm17WtSypihgjq13VAQ_LK-LE5Kmd8nmj2Nxuh5NLNsfBA=w120-h120-l90-rj,미도와 파라솔,슬기로운 의사생활 HOSPITAL PLAYLIST OST Part 10,2:39
Zombie,https://lh3.googleusercontent.com/eTlvGsPtTaM1AHJXXdb-1aUT7p8rGKu-lAYWlbbE0Btyfasn_-ONpdnhaevqJkP_UC480Gsh7FRbSvI=w120-h120-l90-rj,DAY6(데이식스),The Book of Us : The Demon,3:30
Leo (feat. BAEKHYUN) (나비와 고양이 ))(피처링: 백현(BAEKHYUN)),https://i.ytimg.com/vi/L8UUYfe6-UA/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3liAaOa5zw6TSIB4wLsLNw0qzJ5Ig,볼빨간사춘기,,3:23
Daisies,https://lh3.googleusercontent.com/LQXsipDFass1c9cmW6R1F0wmqp4g_n3b1RnasPd2sOr5viBB-FNnhEZD9xaH2c-R1og2uvX4vLzcVhUZ=w120-h120-l90-rj,Katy Perry,Daisies,2:54
[M/V] NU'EST - I'm in Trouble,https://i.ytimg.com/vi/4Lm9u-iXrDc/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3nyTOFJQ5odcBndEkakDw0s44X0ZA,뉴이스트(NU'EST),,3:20
아무런 말들도,https://lh3.googleusercontent.com/TDIH_KW81rpbzCiURZLEDWx6vMC0JV86Xz66qZcD-cBJqf0y92C_dWMc00rvntU0uIQqx8uEcTLzgMXB=w120-h120-l90-rj,백지영 및 옹성우,아무런 말들도,3:44
